Dataset,Model,overall_dataset_auc,overall_dataset_auc_std,student_auc_mean,student_auc_mean_std,student_auc_std,student_auc_std_std,student_auc_max,student_auc_max_std,student_auc_min,student_auc_min_std,student_auc_range,student_auc_range_std,unfairness_metric,average_auc,average_auc_std,gini_coefficient,gini_coefficient_std,eawi_alpha_10,eawi_alpha_10_std,eawi_alpha_20,eawi_alpha_20_std,eawi_alpha_30,eawi_alpha_30_std,Folds_Present
nips_task34,bakt,"0    0.804143
Name: overall_dataset_auc_mean, dtype: float64","0    0.00007
Name: overall_dataset_auc_std, dtype: float64","0    0.717619
Name: student_auc_mean_mean, dtype: float64","0    0.000526
Name: student_auc_mean_std, dtype: float64","0    0.094628
Name: student_auc_std_mean, dtype: float64","0    0.000807
Name: student_auc_std_std, dtype: float64","0    0.985099
Name: student_auc_max_mean, dtype: float64","0    0.00218
Name: student_auc_max_std, dtype: float64","0    0.368007
Name: student_auc_min_mean, dtype: float64","0    0.063427
Name: student_auc_min_std, dtype: float64","0    0.617092
Name: student_auc_range_mean, dtype: float64","0    0.062324
Name: student_auc_range_std, dtype: float64",12.289203057171859,"0    0.717619
Name: student_auc_average_auc_mean, dtype: float64","0    0.000526
Name: student_auc_average_auc_std, dtype: float64","0    0.073451
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.000563
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.664909
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.000428
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.616071
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.000625
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.57082
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.000881
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
nips_task34,deep_irt,"0    0.771747
Name: overall_dataset_auc_mean, dtype: float64","0    0.000781
Name: overall_dataset_auc_std, dtype: float64","0    0.653719
Name: student_auc_mean_mean, dtype: float64","0    0.000567
Name: student_auc_mean_std, dtype: float64","0    0.089394
Name: student_auc_std_mean, dtype: float64","0    0.001344
Name: student_auc_std_std, dtype: float64","0    0.98411
Name: student_auc_max_mean, dtype: float64","0    0.005165
Name: student_auc_max_std, dtype: float64","0    0.267857
Name: student_auc_min_mean, dtype: float64","0    0.031186
Name: student_auc_min_std, dtype: float64","0    0.716252
Name: student_auc_range_mean, dtype: float64","0    0.032663
Name: student_auc_range_std, dtype: float64",10.209796395030205,"0    0.653719
Name: student_auc_average_auc_mean, dtype: float64","0    0.000567
Name: student_auc_average_auc_std, dtype: float64","0    0.07525
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.001137
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.604527
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.001064
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.559038
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.001626
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.516971
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.002122
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
nips_task34,dimkt,"0    0.803093
Name: overall_dataset_auc_mean, dtype: float64","0    0.000248
Name: overall_dataset_auc_std, dtype: float64","0    0.717699
Name: student_auc_mean_mean, dtype: float64","0    0.001092
Name: student_auc_mean_std, dtype: float64","0    0.095154
Name: student_auc_std_mean, dtype: float64","0    0.000281
Name: student_auc_std_std, dtype: float64","0    0.983534
Name: student_auc_max_mean, dtype: float64","0    0.003244
Name: student_auc_max_std, dtype: float64","0    0.433026
Name: student_auc_min_mean, dtype: float64","0    0.008437
Name: student_auc_min_std, dtype: float64","0    0.550508
Name: student_auc_range_mean, dtype: float64","0    0.010542
Name: student_auc_range_std, dtype: float64",13.700994294401628,"0    0.717699
Name: student_auc_average_auc_mean, dtype: float64","0    0.001092
Name: student_auc_average_auc_std, dtype: float64","0    0.073706
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.000186
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.6648
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.000972
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.6158
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.00088
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.570412
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.000813
Name: student_auc_eawi_alpha_30_std, dtype: float64","42,42,42,3407,3407"
nips_task34,dkt,"0    0.774015
Name: overall_dataset_auc_mean, dtype: float64","0    0.00017
Name: overall_dataset_auc_std, dtype: float64","0    0.657289
Name: student_auc_mean_mean, dtype: float64","0    0.000949
Name: student_auc_mean_std, dtype: float64","0    0.090134
Name: student_auc_std_mean, dtype: float64","0    0.000917
Name: student_auc_std_std, dtype: float64","0    0.987299
Name: student_auc_max_mean, dtype: float64","0    0.003514
Name: student_auc_max_std, dtype: float64","0    0.21392
Name: student_auc_min_mean, dtype: float64","0    0.104732
Name: student_auc_min_std, dtype: float64","0    0.773379
Name: student_auc_range_mean, dtype: float64","0    0.107815
Name: student_auc_range_std, dtype: float64",9.429234410970253,"0    0.657289
Name: student_auc_average_auc_mean, dtype: float64","0    0.000949
Name: student_auc_average_auc_std, dtype: float64","0    0.075246
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.000439
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.607831
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.000978
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.562094
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.001058
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.519799
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.001156
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
nips_task34,dkt+,"0    0.774632
Name: overall_dataset_auc_mean, dtype: float64","0    0.000239
Name: overall_dataset_auc_std, dtype: float64","0    0.658206
Name: student_auc_mean_mean, dtype: float64","0    0.001406
Name: student_auc_mean_std, dtype: float64","0    0.090716
Name: student_auc_std_mean, dtype: float64","0    0.001536
Name: student_auc_std_std, dtype: float64","0    0.988452
Name: student_auc_max_mean, dtype: float64","0    0.002192
Name: student_auc_max_std, dtype: float64","0    0.207386
Name: student_auc_min_mean, dtype: float64","0    0.11998
Name: student_auc_min_std, dtype: float64","0    0.781066
Name: student_auc_range_mean, dtype: float64","0    0.120325
Name: student_auc_range_std, dtype: float64",9.289455877304055,"0    0.658206
Name: student_auc_average_auc_mean, dtype: float64","0    0.001406
Name: student_auc_average_auc_std, dtype: float64","0    0.075496
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.00093
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.608514
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.001584
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.562575
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.001866
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.520104
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.002159
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
nips_task34,dkt_forget,"0    0.777944
Name: overall_dataset_auc_mean, dtype: float64","0    0.000351
Name: overall_dataset_auc_std, dtype: float64","0    0.66547
Name: student_auc_mean_mean, dtype: float64","0    0.000691
Name: student_auc_mean_std, dtype: float64","0    0.090561
Name: student_auc_std_mean, dtype: float64","0    0.000384
Name: student_auc_std_std, dtype: float64","0    0.989802
Name: student_auc_max_mean, dtype: float64","0    0.004092
Name: student_auc_max_std, dtype: float64","0    0.23125
Name: student_auc_min_mean, dtype: float64","0    0.070226
Name: student_auc_min_std, dtype: float64","0    0.758552
Name: student_auc_range_mean, dtype: float64","0    0.07119
Name: student_auc_range_std, dtype: float64",9.687331232886741,"0    0.66547
Name: student_auc_average_auc_mean, dtype: float64","0    0.000691
Name: student_auc_average_auc_std, dtype: float64","0    0.074486
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.000184
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.615903
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.00074
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.570027
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.000784
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.527568
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.00082
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
nips_task34,dkvmn,"0    0.772022
Name: overall_dataset_auc_mean, dtype: float64","0    0.000267
Name: overall_dataset_auc_std, dtype: float64","0    0.653789
Name: student_auc_mean_mean, dtype: float64","0    0.001437
Name: student_auc_mean_std, dtype: float64","0    0.089312
Name: student_auc_std_mean, dtype: float64","0    0.001007
Name: student_auc_std_std, dtype: float64","0    0.985666
Name: student_auc_max_mean, dtype: float64","0    0.001207
Name: student_auc_max_std, dtype: float64","0    0.263435
Name: student_auc_min_mean, dtype: float64","0    0.079019
Name: student_auc_min_std, dtype: float64","0    0.72223
Name: student_auc_range_mean, dtype: float64","0    0.080128
Name: student_auc_range_std, dtype: float64",10.13562275134358,"0    0.653789
Name: student_auc_average_auc_mean, dtype: float64","0    0.001437
Name: student_auc_average_auc_std, dtype: float64","0    0.075046
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.000839
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.604725
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.001723
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.559344
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.002021
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.517369
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.002291
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
nips_task34,gkt,"0    0.773753
Name: overall_dataset_auc_mean, dtype: float64","0    0.002463
Name: overall_dataset_auc_std, dtype: float64","0    0.65837
Name: student_auc_mean_mean, dtype: float64","0    0.00344
Name: student_auc_mean_std, dtype: float64","0    0.092075
Name: student_auc_std_mean, dtype: float64","0    0.001574
Name: student_auc_std_std, dtype: float64","0    0.985384
Name: student_auc_max_mean, dtype: float64","0    0.001431
Name: student_auc_max_std, dtype: float64","0    0.190579
Name: student_auc_min_mean, dtype: float64","0    0.091262
Name: student_auc_min_std, dtype: float64","0    0.794804
Name: student_auc_range_mean, dtype: float64","0    0.091596
Name: student_auc_range_std, dtype: float64",8.996406129094204,"0    0.65837
Name: student_auc_average_auc_mean, dtype: float64","0    0.00344
Name: student_auc_average_auc_std, dtype: float64","0    0.076936
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.000997
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.607718
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.003212
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.560962
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.003118
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.517805
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.003116
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
nips_task34,hawkes,"0    0.776188
Name: overall_dataset_auc_mean, dtype: float64","0    0.001018
Name: overall_dataset_auc_std, dtype: float64","0    0.697363
Name: student_auc_mean_mean, dtype: float64","0    0.001094
Name: student_auc_mean_std, dtype: float64","0    0.090288
Name: student_auc_std_mean, dtype: float64","0    0.000612
Name: student_auc_std_std, dtype: float64","0    0.96992
Name: student_auc_max_mean, dtype: float64","0    0.00365
Name: student_auc_max_std, dtype: float64","0    0.368031
Name: student_auc_min_mean, dtype: float64","0    0.051931
Name: student_auc_min_std, dtype: float64","0    0.601889
Name: student_auc_range_mean, dtype: float64","0    0.053675
Name: student_auc_range_std, dtype: float64",12.832498110105119,"0    0.697363
Name: student_auc_average_auc_mean, dtype: float64","0    0.001094
Name: student_auc_average_auc_std, dtype: float64","0    0.071488
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.000368
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.64751
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.000938
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.601221
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.000861
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.558241
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.00085
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
nips_task34,kqn,"0    0.773385
Name: overall_dataset_auc_mean, dtype: float64","0    0.000467
Name: overall_dataset_auc_std, dtype: float64","0    0.654934
Name: student_auc_mean_mean, dtype: float64","0    0.001509
Name: student_auc_mean_std, dtype: float64","0    0.090114
Name: student_auc_std_mean, dtype: float64","0    0.001458
Name: student_auc_std_std, dtype: float64","0    0.983623
Name: student_auc_max_mean, dtype: float64","0    0.004429
Name: student_auc_max_std, dtype: float64","0    0.300739
Name: student_auc_min_mean, dtype: float64","0    0.038081
Name: student_auc_min_std, dtype: float64","0    0.682885
Name: student_auc_range_mean, dtype: float64","0    0.042305
Name: student_auc_range_std, dtype: float64",10.642874662132588,"0    0.654934
Name: student_auc_average_auc_mean, dtype: float64","0    0.001509
Name: student_auc_average_auc_std, dtype: float64","0    0.075796
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.001064
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.605293
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.001702
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.559415
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.002028
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.517014
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.00237
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
nips_task34,saint,"0    0.788682
Name: overall_dataset_auc_mean, dtype: float64","0    0.001253
Name: overall_dataset_auc_std, dtype: float64","0    0.701129
Name: student_auc_mean_mean, dtype: float64","0    0.001488
Name: student_auc_mean_std, dtype: float64","0    0.096024
Name: student_auc_std_mean, dtype: float64","0    0.000988
Name: student_auc_std_std, dtype: float64","0    0.982531
Name: student_auc_max_mean, dtype: float64","0    0.001451
Name: student_auc_max_std, dtype: float64","0    0.401613
Name: student_auc_min_mean, dtype: float64","0    0.015849
Name: student_auc_min_std, dtype: float64","0    0.580918
Name: student_auc_range_mean, dtype: float64","0    0.016438
Name: student_auc_range_std, dtype: float64",12.56913998013916,"0    0.701129
Name: student_auc_average_auc_mean, dtype: float64","0    0.001488
Name: student_auc_average_auc_std, dtype: float64","0    0.07657
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.000672
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.647443
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.001025
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.597868
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.000748
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.552089
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.000717
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
nips_task34,sakt,"0    0.759019
Name: overall_dataset_auc_mean, dtype: float64","0    0.000522
Name: overall_dataset_auc_std, dtype: float64","0    0.61763
Name: student_auc_mean_mean, dtype: float64","0    0.00164
Name: student_auc_mean_std, dtype: float64","0    0.087689
Name: student_auc_std_mean, dtype: float64","0    0.001211
Name: student_auc_std_std, dtype: float64","0    0.988164
Name: student_auc_max_mean, dtype: float64","0    0.003348
Name: student_auc_max_std, dtype: float64","0    0.28251
Name: student_auc_min_mean, dtype: float64","0    0.080297
Name: student_auc_min_std, dtype: float64","0    0.705653
Name: student_auc_range_mean, dtype: float64","0    0.081064
Name: student_auc_range_std, dtype: float64",9.981469029006162,"0    0.61763
Name: student_auc_average_auc_mean, dtype: float64","0    0.00164
Name: student_auc_average_auc_std, dtype: float64","0    0.076889
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.000763
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.570141
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.001393
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.526303
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.001316
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.485836
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.001365
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
nips_task34,skvmn,"0    0.745841
Name: overall_dataset_auc_mean, dtype: float64","0    0.000162
Name: overall_dataset_auc_std, dtype: float64","0    0.614201
Name: student_auc_mean_mean, dtype: float64","0    0.001601
Name: student_auc_mean_std, dtype: float64","0    0.080208
Name: student_auc_std_mean, dtype: float64","0    0.00094
Name: student_auc_std_std, dtype: float64","0    0.981012
Name: student_auc_max_mean, dtype: float64","0    0.003172
Name: student_auc_max_std, dtype: float64","0    0.291242
Name: student_auc_min_mean, dtype: float64","0    0.055571
Name: student_auc_min_std, dtype: float64","0    0.68977
Name: student_auc_range_mean, dtype: float64","0    0.053868
Name: student_auc_range_std, dtype: float64",11.101646725423366,"0    0.614201
Name: student_auc_average_auc_mean, dtype: float64","0    0.001601
Name: student_auc_average_auc_std, dtype: float64","0    0.071166
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.000672
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.570491
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.001847
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.529892
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.002066
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.492183
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.002254
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
peiyou,akt,"0    0.824817
Name: overall_dataset_auc_mean, dtype: float64","0    0.001016
Name: overall_dataset_auc_std, dtype: float64","0    0.768576
Name: student_auc_mean_mean, dtype: float64","0    0.00167
Name: student_auc_mean_std, dtype: float64","0    0.061704
Name: student_auc_std_mean, dtype: float64","0    0.000273
Name: student_auc_std_std, dtype: float64","0    0.974767
Name: student_auc_max_mean, dtype: float64","0    0.004699
Name: student_auc_max_std, dtype: float64","0    0.459475
Name: student_auc_min_mean, dtype: float64","0    0.024092
Name: student_auc_min_std, dtype: float64","0    0.515292
Name: student_auc_range_mean, dtype: float64","0    0.025134
Name: student_auc_range_std, dtype: float64",24.172358296030378,"0    0.768576
Name: student_auc_average_auc_mean, dtype: float64","0    0.00167
Name: student_auc_average_auc_std, dtype: float64","0    0.044932
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.000275
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.734042
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.001795
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.701061
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.001908
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.669561
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.002008
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
peiyou,atktfix,"0    0.782546
Name: overall_dataset_auc_mean, dtype: float64","0    0.000304
Name: overall_dataset_auc_std, dtype: float64","0    0.70712
Name: student_auc_mean_mean, dtype: float64","0    0.000702
Name: student_auc_mean_std, dtype: float64","0    0.064662
Name: student_auc_std_mean, dtype: float64","0    0.000195
Name: student_auc_std_std, dtype: float64","0    0.970176
Name: student_auc_max_mean, dtype: float64","0    0.005365
Name: student_auc_max_std, dtype: float64","0    0.351787
Name: student_auc_min_mean, dtype: float64","0    0.023466
Name: student_auc_min_std, dtype: float64","0    0.618389
Name: student_auc_range_mean, dtype: float64","0    0.02576
Name: student_auc_range_std, dtype: float64",17.683950709731146,"0    0.70712
Name: student_auc_average_auc_mean, dtype: float64","0    0.000702
Name: student_auc_average_auc_std, dtype: float64","0    0.050798
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.000107
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.671199
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.000601
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.637104
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.000511
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.60474
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.000432
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
peiyou,bakt,"0    0.821179
Name: overall_dataset_auc_mean, dtype: float64","0    0.000632
Name: overall_dataset_auc_std, dtype: float64","0    0.766333
Name: student_auc_mean_mean, dtype: float64","0    0.000704
Name: student_auc_mean_std, dtype: float64","0    0.061716
Name: student_auc_std_mean, dtype: float64","0    0.0005
Name: student_auc_std_std, dtype: float64","0    0.980398
Name: student_auc_max_mean, dtype: float64","0    0.001117
Name: student_auc_max_std, dtype: float64","0    0.488037
Name: student_auc_min_mean, dtype: float64","0    0.015556
Name: student_auc_min_std, dtype: float64","0    0.492361
Name: student_auc_range_mean, dtype: float64","0    0.016363
Name: student_auc_range_std, dtype: float64",25.21951281233851,"0    0.766333
Name: student_auc_average_auc_mean, dtype: float64","0    0.000704
Name: student_auc_average_auc_std, dtype: float64","0    0.045082
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.000355
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.731785
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.000879
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.698795
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.001064
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.667292
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.001243
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
peiyou,deep_irt,"0    0.780573
Name: overall_dataset_auc_mean, dtype: float64","0    0.000745
Name: overall_dataset_auc_std, dtype: float64","0    0.709781
Name: student_auc_mean_mean, dtype: float64","0    0.000881
Name: student_auc_mean_std, dtype: float64","0    0.063188
Name: student_auc_std_mean, dtype: float64","0    0.000305
Name: student_auc_std_std, dtype: float64","0    0.965537
Name: student_auc_max_mean, dtype: float64","0    0.007621
Name: student_auc_max_std, dtype: float64","0    0.388348
Name: student_auc_min_mean, dtype: float64","0    0.039412
Name: student_auc_min_std, dtype: float64","0    0.577189
Name: student_auc_range_mean, dtype: float64","0    0.042829
Name: student_auc_range_std, dtype: float64",19.46144500180657,"0    0.709781
Name: student_auc_average_auc_mean, dtype: float64","0    0.000881
Name: student_auc_average_auc_std, dtype: float64","0    0.049523
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.000186
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.674631
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.000824
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.641221
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.00079
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.609466
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.000775
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
peiyou,dimkt,"0    0.826277
Name: overall_dataset_auc_mean, dtype: float64","0    0.000132
Name: overall_dataset_auc_std, dtype: float64","0    0.771058
Name: student_auc_mean_mean, dtype: float64","0    0.000646
Name: student_auc_mean_std, dtype: float64","0    0.06097
Name: student_auc_std_mean, dtype: float64","0    0.000292
Name: student_auc_std_std, dtype: float64","0    0.978603
Name: student_auc_max_mean, dtype: float64","0    0.004529
Name: student_auc_max_std, dtype: float64","0    0.450144
Name: student_auc_min_mean, dtype: float64","0    0.008239
Name: student_auc_min_std, dtype: float64","0    0.528458
Name: student_auc_range_mean, dtype: float64","0    0.009979
Name: student_auc_range_std, dtype: float64",23.930885069466825,"0    0.771058
Name: student_auc_average_auc_mean, dtype: float64","0    0.000646
Name: student_auc_average_auc_std, dtype: float64","0    0.044198
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.000242
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.73698
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.000722
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.704407
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.000818
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.673274
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.000919
Name: student_auc_eawi_alpha_30_std, dtype: float64","42,3407,3407,3407,3407"
peiyou,dkt,"0    0.787378
Name: overall_dataset_auc_mean, dtype: float64","0    0.000799
Name: overall_dataset_auc_std, dtype: float64","0    0.715128
Name: student_auc_mean_mean, dtype: float64","0    0.000708
Name: student_auc_mean_std, dtype: float64","0    0.063704
Name: student_auc_std_mean, dtype: float64","0    0.000206
Name: student_auc_std_std, dtype: float64","0    0.953922
Name: student_auc_max_mean, dtype: float64","0    0.004815
Name: student_auc_max_std, dtype: float64","0    0.418556
Name: student_auc_min_mean, dtype: float64","0    0.041448
Name: student_auc_min_std, dtype: float64","0    0.535367
Name: student_auc_range_mean, dtype: float64","0    0.039139
Name: student_auc_range_std, dtype: float64",20.96830486531503,"0    0.715128
Name: student_auc_average_auc_mean, dtype: float64","0    0.000708
Name: student_auc_average_auc_std, dtype: float64","0    0.049696
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.000194
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.679589
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.000751
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.645816
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.000803
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.613721
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.000858
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
peiyou,dkt+,"0    0.788381
Name: overall_dataset_auc_mean, dtype: float64","0    0.000356
Name: overall_dataset_auc_std, dtype: float64","0    0.716572
Name: student_auc_mean_mean, dtype: float64","0    0.000602
Name: student_auc_mean_std, dtype: float64","0    0.063639
Name: student_auc_std_mean, dtype: float64","0    0.000158
Name: student_auc_std_std, dtype: float64","0    0.96789
Name: student_auc_max_mean, dtype: float64","0    0.004498
Name: student_auc_max_std, dtype: float64","0    0.442475
Name: student_auc_min_mean, dtype: float64","0    0.027394
Name: student_auc_min_std, dtype: float64","0    0.525414
Name: student_auc_range_mean, dtype: float64","0    0.023531
Name: student_auc_range_std, dtype: float64",21.430661606193652,"0    0.716572
Name: student_auc_average_auc_mean, dtype: float64","0    0.000602
Name: student_auc_average_auc_std, dtype: float64","0    0.049523
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.00014
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.681085
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.000525
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.647355
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.000469
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.615296
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.000435
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
