Dataset,Model,overall_dataset_auc,overall_dataset_auc_std,student_auc_mean,student_auc_mean_std,student_auc_std,student_auc_std_std,student_auc_max,student_auc_max_std,student_auc_min,student_auc_min_std,student_auc_range,student_auc_range_std,unfairness_metric,average_auc,average_auc_std,gini_coefficient,gini_coefficient_std,eawi_alpha_10,eawi_alpha_10_std,eawi_alpha_20,eawi_alpha_20_std,eawi_alpha_30,eawi_alpha_30_std,Folds_Present
bridge2algebra2006,atkt,"0    0.822551
Name: overall_dataset_auc_mean, dtype: float64","0    0.001386
Name: overall_dataset_auc_std, dtype: float64","0    0.801352
Name: student_auc_mean_mean, dtype: float64","0    0.003478
Name: student_auc_mean_std, dtype: float64","0    0.06601
Name: student_auc_std_mean, dtype: float64","0    0.011269
Name: student_auc_std_std, dtype: float64","0    0.947833
Name: student_auc_max_mean, dtype: float64","0    0.048396
Name: student_auc_max_std, dtype: float64","0    0.2
Name: student_auc_min_mean, dtype: float64","0    0.273861
Name: student_auc_min_std, dtype: float64","0    0.747833
Name: student_auc_range_mean, dtype: float64","0    0.226404
Name: student_auc_range_std, dtype: float64",16.2332929767471,"0    0.801352
Name: student_auc_average_auc_mean, dtype: float64","0    0.003478
Name: student_auc_average_auc_std, dtype: float64","0    0.033298
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.002014
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.774674
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.004915
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.748887
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.006281
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.723961
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.007563
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
bridge2algebra2006,atktfix,"0    0.78966
Name: overall_dataset_auc_mean, dtype: float64","0    0.000957
Name: overall_dataset_auc_std, dtype: float64","0    0.760952
Name: student_auc_mean_mean, dtype: float64","0    0.001399
Name: student_auc_mean_std, dtype: float64","0    0.076438
Name: student_auc_std_mean, dtype: float64","0    0.001233
Name: student_auc_std_std, dtype: float64","0    0.888007
Name: student_auc_max_mean, dtype: float64","0    0.006722
Name: student_auc_max_std, dtype: float64","0    0.0
Name: student_auc_min_mean, dtype: float64","0    0.0
Name: student_auc_min_std, dtype: float64","0    0.888007
Name: student_auc_range_mean, dtype: float64","0    0.006722
Name: student_auc_range_std, dtype: float64",11.210668027530806,"0    0.760952
Name: student_auc_average_auc_mean, dtype: float64","0    0.001399
Name: student_auc_average_auc_std, dtype: float64","0    0.042156
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.000963
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.728874
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.001967
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.698149
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.002537
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.668719
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.003074
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
bridge2algebra2006,bakt,"0    0.813639
Name: overall_dataset_auc_mean, dtype: float64","0    0.000354
Name: overall_dataset_auc_std, dtype: float64","0    0.791426
Name: student_auc_mean_mean, dtype: float64","0    0.000626
Name: student_auc_mean_std, dtype: float64","0    0.076775
Name: student_auc_std_mean, dtype: float64","0    0.000993
Name: student_auc_std_std, dtype: float64","0    0.910261
Name: student_auc_max_mean, dtype: float64","0    0.004325
Name: student_auc_max_std, dtype: float64","0    0.0
Name: student_auc_min_mean, dtype: float64","0    0.0
Name: student_auc_min_std, dtype: float64","0    0.910261
Name: student_auc_range_mean, dtype: float64","0    0.004325
Name: student_auc_range_std, dtype: float64",11.324621392755141,"0    0.791426
Name: student_auc_average_auc_mean, dtype: float64","0    0.000626
Name: student_auc_average_auc_std, dtype: float64","0    0.036706
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.00052
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.762376
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.00096
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.734392
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.0013
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.707435
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.001623
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
bridge2algebra2006,bakt_time,"0    0.821122
Name: overall_dataset_auc_mean, dtype: float64","0   NaN
Name: overall_dataset_auc_std, dtype: float64","0    0.799042
Name: student_auc_mean_mean, dtype: float64","0   NaN
Name: student_auc_mean_std, dtype: float64","0    0.077914
Name: student_auc_std_mean, dtype: float64","0   NaN
Name: student_auc_std_std, dtype: float64","0    0.909255
Name: student_auc_max_mean, dtype: float64","0   NaN
Name: student_auc_max_std, dtype: float64","0    0.0
Name: student_auc_min_mean, dtype: float64","0   NaN
Name: student_auc_min_std, dtype: float64","0    0.909255
Name: student_auc_range_mean, dtype: float64","0   NaN
Name: student_auc_range_std, dtype: float64",11.278940227298737,"0    0.799042
Name: student_auc_average_auc_mean, dtype: float64","0   NaN
Name: student_auc_average_auc_std, dtype: float64","0    0.036182
Name: student_auc_gini_coefficient_mean, dtype: float64","0   NaN
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.770131
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0   NaN
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.742266
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0   NaN
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.715409
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0   NaN
Name: student_auc_eawi_alpha_30_std, dtype: float64",0
bridge2algebra2006,deep_irt,"0    0.793191
Name: overall_dataset_auc_mean, dtype: float64","0    0.000697
Name: overall_dataset_auc_std, dtype: float64","0    0.766078
Name: student_auc_mean_mean, dtype: float64","0    0.001754
Name: student_auc_mean_std, dtype: float64","0    0.078256
Name: student_auc_std_mean, dtype: float64","0    0.002369
Name: student_auc_std_std, dtype: float64","0    0.914576
Name: student_auc_max_mean, dtype: float64","0    0.016027
Name: student_auc_max_std, dtype: float64","0    0.0
Name: student_auc_min_mean, dtype: float64","0    0.0
Name: student_auc_min_std, dtype: float64","0    0.914576
Name: student_auc_range_mean, dtype: float64","0    0.016027
Name: student_auc_range_std, dtype: float64",10.703726156680395,"0    0.766078
Name: student_auc_average_auc_mean, dtype: float64","0    0.001754
Name: student_auc_average_auc_std, dtype: float64","0    0.042934
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.001571
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.733189
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.002739
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.701714
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.003712
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.671592
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.004619
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
bridge2algebra2006,dimkt,"0    0.814135
Name: overall_dataset_auc_mean, dtype: float64","0    0.000926
Name: overall_dataset_auc_std, dtype: float64","0    0.792256
Name: student_auc_mean_mean, dtype: float64","0    0.000729
Name: student_auc_mean_std, dtype: float64","0    0.074999
Name: student_auc_std_mean, dtype: float64","0    0.000251
Name: student_auc_std_std, dtype: float64","0    0.904062
Name: student_auc_max_mean, dtype: float64","0    0.000953
Name: student_auc_max_std, dtype: float64","0    0.0
Name: student_auc_min_mean, dtype: float64","0    0.0
Name: student_auc_min_std, dtype: float64","0    0.904062
Name: student_auc_range_mean, dtype: float64","0    0.000953
Name: student_auc_range_std, dtype: float64",11.684513106148703,"0    0.792256
Name: student_auc_average_auc_mean, dtype: float64","0    0.000729
Name: student_auc_average_auc_std, dtype: float64","0    0.034939
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.000695
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.764576
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.001227
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.737863
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.001705
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.712084
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.002153
Name: student_auc_eawi_alpha_30_std, dtype: float64","42,3407,3407"
bridge2algebra2006,dkt,"0    0.797108
Name: overall_dataset_auc_mean, dtype: float64","0    0.000828
Name: overall_dataset_auc_std, dtype: float64","0    0.771804
Name: student_auc_mean_mean, dtype: float64","0    0.001245
Name: student_auc_mean_std, dtype: float64","0    0.075029
Name: student_auc_std_mean, dtype: float64","0    0.000585
Name: student_auc_std_std, dtype: float64","0    0.902266
Name: student_auc_max_mean, dtype: float64","0    0.01972
Name: student_auc_max_std, dtype: float64","0    0.0
Name: student_auc_min_mean, dtype: float64","0    0.0
Name: student_auc_min_std, dtype: float64","0    0.902266
Name: student_auc_range_mean, dtype: float64","0    0.01972
Name: student_auc_range_std, dtype: float64",11.401036362308977,"0    0.771804
Name: student_auc_average_auc_mean, dtype: float64","0    0.001245
Name: student_auc_average_auc_std, dtype: float64","0    0.039501
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.000499
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.741317
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.001581
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.712035
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.001888
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.683909
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.002169
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,3"
bridge2algebra2006,dkt_forget,"0    0.793582
Name: overall_dataset_auc_mean, dtype: float64","0    0.002376
Name: overall_dataset_auc_std, dtype: float64","0    0.769734
Name: student_auc_mean_mean, dtype: float64","0    0.005281
Name: student_auc_mean_std, dtype: float64","0    0.066508
Name: student_auc_std_mean, dtype: float64","0    0.010926
Name: student_auc_std_std, dtype: float64","0    0.944019
Name: student_auc_max_mean, dtype: float64","0    0.079169
Name: student_auc_max_std, dtype: float64","0    0.25
Name: student_auc_min_mean, dtype: float64","0    0.353553
Name: student_auc_min_std, dtype: float64","0    0.694019
Name: student_auc_range_mean, dtype: float64","0    0.274385
Name: student_auc_range_std, dtype: float64",16.676176733437853,"0    0.769734
Name: student_auc_average_auc_mean, dtype: float64","0    0.005281
Name: student_auc_average_auc_std, dtype: float64","0    0.038555
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.001626
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.740061
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.00633
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.711533
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.007289
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.684106
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.008165
Name: student_auc_eawi_alpha_30_std, dtype: float64","2,3"
bridge2algebra2006,dkvmn,"0    0.793476
Name: overall_dataset_auc_mean, dtype: float64","0    0.000467
Name: overall_dataset_auc_std, dtype: float64","0    0.766832
Name: student_auc_mean_mean, dtype: float64","0    0.001854
Name: student_auc_mean_std, dtype: float64","0    0.076959
Name: student_auc_std_mean, dtype: float64","0    0.000864
Name: student_auc_std_std, dtype: float64","0    0.910525
Name: student_auc_max_mean, dtype: float64","0    0.016234
Name: student_auc_max_std, dtype: float64","0    0.0
Name: student_auc_min_mean, dtype: float64","0    0.0
Name: student_auc_min_std, dtype: float64","0    0.910525
Name: student_auc_range_mean, dtype: float64","0    0.016234
Name: student_auc_range_std, dtype: float64",10.943378660001295,"0    0.766832
Name: student_auc_average_auc_mean, dtype: float64","0    0.001854
Name: student_auc_average_auc_std, dtype: float64","0    0.042284
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.001054
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.734408
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.002582
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.703356
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.003246
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.673618
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.003849
Name: student_auc_eawi_alpha_30_std, dtype: float64","1,3,4"
bridge2algebra2006,gkt,"0    0.798827
Name: overall_dataset_auc_mean, dtype: float64","0   NaN
Name: overall_dataset_auc_std, dtype: float64","0    0.772155
Name: student_auc_mean_mean, dtype: float64","0   NaN
Name: student_auc_mean_std, dtype: float64","0    0.078375
Name: student_auc_std_mean, dtype: float64","0   NaN
Name: student_auc_std_std, dtype: float64","0    0.926587
Name: student_auc_max_mean, dtype: float64","0   NaN
Name: student_auc_max_std, dtype: float64","0    0.0
Name: student_auc_min_mean, dtype: float64","0   NaN
Name: student_auc_min_std, dtype: float64","0    0.926587
Name: student_auc_range_mean, dtype: float64","0   NaN
Name: student_auc_range_std, dtype: float64",10.632651404578489,"0    0.772155
Name: student_auc_average_auc_mean, dtype: float64","0   NaN
Name: student_auc_average_auc_std, dtype: float64","0    0.041375
Name: student_auc_gini_coefficient_mean, dtype: float64","0   NaN
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.740207
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0   NaN
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.709581
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0   NaN
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.680222
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0   NaN
Name: student_auc_eawi_alpha_30_std, dtype: float64",4
bridge2algebra2006,hawkes,"0    0.804276
Name: overall_dataset_auc_mean, dtype: float64","0    0.001425
Name: overall_dataset_auc_std, dtype: float64","0    0.784153
Name: student_auc_mean_mean, dtype: float64","0    0.001761
Name: student_auc_mean_std, dtype: float64","0    0.075114
Name: student_auc_std_mean, dtype: float64","0    0.000378
Name: student_auc_std_std, dtype: float64","0    0.900811
Name: student_auc_max_mean, dtype: float64","0    0.003898
Name: student_auc_max_std, dtype: float64","0    0.0
Name: student_auc_min_mean, dtype: float64","0    0.0
Name: student_auc_min_std, dtype: float64","0    0.900811
Name: student_auc_range_mean, dtype: float64","0    0.003898
Name: student_auc_range_std, dtype: float64",11.589070313089735,"0    0.784153
Name: student_auc_average_auc_mean, dtype: float64","0    0.001761
Name: student_auc_average_auc_std, dtype: float64","0    0.037326
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.000218
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.754884
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.001794
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.726707
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.001831
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.699582
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.001871
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,2,3"
bridge2algebra2006,kqn,"0    0.791677
Name: overall_dataset_auc_mean, dtype: float64","0   NaN
Name: overall_dataset_auc_std, dtype: float64","0    0.764484
Name: student_auc_mean_mean, dtype: float64","0   NaN
Name: student_auc_mean_std, dtype: float64","0    0.079048
Name: student_auc_std_mean, dtype: float64","0   NaN
Name: student_auc_std_std, dtype: float64","0    0.930556
Name: student_auc_max_mean, dtype: float64","0   NaN
Name: student_auc_max_std, dtype: float64","0    0.0
Name: student_auc_min_mean, dtype: float64","0   NaN
Name: student_auc_min_std, dtype: float64","0    0.930556
Name: student_auc_range_mean, dtype: float64","0   NaN
Name: student_auc_range_std, dtype: float64",10.392808019037798,"0    0.764484
Name: student_auc_average_auc_mean, dtype: float64","0   NaN
Name: student_auc_average_auc_std, dtype: float64","0    0.043052
Name: student_auc_gini_coefficient_mean, dtype: float64","0   NaN
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.731572
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0   NaN
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.700076
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0   NaN
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.669937
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0   NaN
Name: student_auc_eawi_alpha_30_std, dtype: float64",0
nips_task34,akt,"0    0.801034
Name: overall_dataset_auc_mean, dtype: float64","0    0.000317
Name: overall_dataset_auc_std, dtype: float64","0    0.719597
Name: student_auc_mean_mean, dtype: float64","0    0.000321
Name: student_auc_mean_std, dtype: float64","0    0.094958
Name: student_auc_std_mean, dtype: float64","0    0.000593
Name: student_auc_std_std, dtype: float64","0    0.97845
Name: student_auc_max_mean, dtype: float64","0    0.007443
Name: student_auc_max_std, dtype: float64","0    0.364572
Name: student_auc_min_mean, dtype: float64","0    0.086257
Name: student_auc_min_std, dtype: float64","0    0.613877
Name: student_auc_range_mean, dtype: float64","0    0.083834
Name: student_auc_range_std, dtype: float64",12.344551575891455,"0    0.719597
Name: student_auc_average_auc_mean, dtype: float64","0    0.000321
Name: student_auc_average_auc_std, dtype: float64","0    0.073061
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.000488
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.667023
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.000569
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.61829
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.000831
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.573117
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.001063
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
nips_task34,atkt,"0    0.792428
Name: overall_dataset_auc_mean, dtype: float64","0    0.0014
Name: overall_dataset_auc_std, dtype: float64","0    0.708375
Name: student_auc_mean_mean, dtype: float64","0    0.002812
Name: student_auc_mean_std, dtype: float64","0    0.075762
Name: student_auc_std_mean, dtype: float64","0    0.001049
Name: student_auc_std_std, dtype: float64","0    0.986557
Name: student_auc_max_mean, dtype: float64","0    0.002474
Name: student_auc_max_std, dtype: float64","0    0.277978
Name: student_auc_min_mean, dtype: float64","0    0.0674
Name: student_auc_min_std, dtype: float64","0    0.70858
Name: student_auc_range_mean, dtype: float64","0    0.069192
Name: student_auc_range_std, dtype: float64",13.195415777311492,"0    0.708375
Name: student_auc_average_auc_mean, dtype: float64","0    0.002812
Name: student_auc_average_auc_std, dtype: float64","0    0.057546
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.001085
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.667611
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.002955
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.629194
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.003214
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.592988
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.003521
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
nips_task34,atktfix,"0    0.765708
Name: overall_dataset_auc_mean, dtype: float64","0    0.000245
Name: overall_dataset_auc_std, dtype: float64","0    0.655601
Name: student_auc_mean_mean, dtype: float64","0    0.001253
Name: student_auc_mean_std, dtype: float64","0    0.088988
Name: student_auc_std_mean, dtype: float64","0    0.000778
Name: student_auc_std_std, dtype: float64","0    0.976662
Name: student_auc_max_mean, dtype: float64","0    0.002536
Name: student_auc_max_std, dtype: float64","0    0.309201
Name: student_auc_min_mean, dtype: float64","0    0.051497
Name: student_auc_min_std, dtype: float64","0    0.667461
Name: student_auc_range_mean, dtype: float64","0    0.051807
Name: student_auc_range_std, dtype: float64",11.037793034505421,"0    0.655601
Name: student_auc_average_auc_mean, dtype: float64","0    0.001253
Name: student_auc_average_auc_std, dtype: float64","0    0.074517
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.000662
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.606748
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.001476
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.561536
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.001705
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.519692
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.001913
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
nips_task34,bakt,"0    0.801772
Name: overall_dataset_auc_mean, dtype: float64","0    0.000074
Name: overall_dataset_auc_std, dtype: float64","0    0.721698
Name: student_auc_mean_mean, dtype: float64","0    0.000599
Name: student_auc_mean_std, dtype: float64","0    0.091971
Name: student_auc_std_mean, dtype: float64","0    0.000832
Name: student_auc_std_std, dtype: float64","0    0.979581
Name: student_auc_max_mean, dtype: float64","0    0.003515
Name: student_auc_max_std, dtype: float64","0    0.370356
Name: student_auc_min_mean, dtype: float64","0    0.066267
Name: student_auc_min_std, dtype: float64","0    0.609225
Name: student_auc_range_mean, dtype: float64","0    0.066266
Name: student_auc_range_std, dtype: float64",12.880322267358164,"0    0.721698
Name: student_auc_average_auc_mean, dtype: float64","0    0.000599
Name: student_auc_average_auc_std, dtype: float64","0    0.070739
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.000574
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.670645
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.000417
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.623204
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.000573
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.579119
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.000832
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
nips_task34,deep_irt,"0    0.764501
Name: overall_dataset_auc_mean, dtype: float64","0    0.00077
Name: overall_dataset_auc_std, dtype: float64","0    0.657837
Name: student_auc_mean_mean, dtype: float64","0    0.00058
Name: student_auc_mean_std, dtype: float64","0    0.087392
Name: student_auc_std_mean, dtype: float64","0    0.001404
Name: student_auc_std_std, dtype: float64","0    0.974276
Name: student_auc_max_mean, dtype: float64","0    0.004382
Name: student_auc_max_std, dtype: float64","0    0.267857
Name: student_auc_min_mean, dtype: float64","0    0.031186
Name: student_auc_min_std, dtype: float64","0    0.706418
Name: student_auc_range_mean, dtype: float64","0    0.032295
Name: student_auc_range_std, dtype: float64",10.65581779366157,"0    0.657837
Name: student_auc_average_auc_mean, dtype: float64","0    0.00058
Name: student_auc_average_auc_std, dtype: float64","0    0.073103
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.001143
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.609747
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.001041
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.565174
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.001608
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.523859
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.002116
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
nips_task34,dimkt,"0    0.800922
Name: overall_dataset_auc_mean, dtype: float64","0    0.000172
Name: overall_dataset_auc_std, dtype: float64","0    0.721912
Name: student_auc_mean_mean, dtype: float64","0    0.001068
Name: student_auc_mean_std, dtype: float64","0    0.09261
Name: student_auc_std_mean, dtype: float64","0    0.000403
Name: student_auc_std_std, dtype: float64","0    0.986527
Name: student_auc_max_mean, dtype: float64","0    0.003165
Name: student_auc_max_std, dtype: float64","0    0.439587
Name: student_auc_min_mean, dtype: float64","0    0.006918
Name: student_auc_min_std, dtype: float64","0    0.54694
Name: student_auc_range_mean, dtype: float64","0    0.007207
Name: student_auc_range_std, dtype: float64",14.252323783832098,"0    0.721912
Name: student_auc_average_auc_mean, dtype: float64","0    0.001068
Name: student_auc_average_auc_std, dtype: float64","0    0.071089
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.000282
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.670592
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.001053
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.62292
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.001065
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.578637
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.001093
Name: student_auc_eawi_alpha_30_std, dtype: float64","42,42,42,3407,3407"
nips_task34,dkt,"0    0.766707
Name: overall_dataset_auc_mean, dtype: float64","0    0.000226
Name: overall_dataset_auc_std, dtype: float64","0    0.661386
Name: student_auc_mean_mean, dtype: float64","0    0.001043
Name: student_auc_mean_std, dtype: float64","0    0.088066
Name: student_auc_std_mean, dtype: float64","0    0.000896
Name: student_auc_std_std, dtype: float64","0    0.976596
Name: student_auc_max_mean, dtype: float64","0    0.003107
Name: student_auc_max_std, dtype: float64","0    0.21392
Name: student_auc_min_mean, dtype: float64","0    0.104732
Name: student_auc_min_std, dtype: float64","0    0.762676
Name: student_auc_range_mean, dtype: float64","0    0.107691
Name: student_auc_range_std, dtype: float64",9.847080298060378,"0    0.661386
Name: student_auc_average_auc_mean, dtype: float64","0    0.001043
Name: student_auc_average_auc_std, dtype: float64","0    0.073096
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.000428
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.613042
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.001084
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.568231
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.001162
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.526696
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.001254
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
nips_task34,dkt+,"0    0.767393
Name: overall_dataset_auc_mean, dtype: float64","0    0.000177
Name: overall_dataset_auc_std, dtype: float64","0    0.662334
Name: student_auc_mean_mean, dtype: float64","0    0.00144
Name: student_auc_mean_std, dtype: float64","0    0.088646
Name: student_auc_std_mean, dtype: float64","0    0.001588
Name: student_auc_std_std, dtype: float64","0    0.977094
Name: student_auc_max_mean, dtype: float64","0    0.002796
Name: student_auc_max_std, dtype: float64","0    0.207386
Name: student_auc_min_mean, dtype: float64","0    0.11998
Name: student_auc_min_std, dtype: float64","0    0.769708
Name: student_auc_range_mean, dtype: float64","0    0.121793
Name: student_auc_range_std, dtype: float64",9.707172336552818,"0    0.662334
Name: student_auc_average_auc_mean, dtype: float64","0    0.00144
Name: student_auc_average_auc_std, dtype: float64","0    0.073334
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.000953
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.613762
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.001685
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.568753
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.002007
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.527045
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.002325
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
